title,view_count,percent_capital,title_length,contains_question_mark,contains_exclamation_mark,VADER,has_full_cap_word,full_cap_count
Pennsylvania man captures all walks of life crossing log bridge,13332678,0.015873015873015872,0.5039507432277881,False,False,0.49936240019692024,False,0.49606796008287507
#1 Em7 Am7,11072,0.2,0.4931497896767773,False,False,0.49936240019692024,False,0.49606796008287507
Desert Forest Survival Camp - Day 1,149372,0.14285714285714285,0.4982443986318191,False,False,0.49936240019692024,False,0.49606796008287507
The Best Way To Negotiate Minimum Order Quantities (MOQ) With Suppliers,3069,0.18309859154929578,0.505581003377105,False,False,0.5128026048014726,True,0.49822920225628875
Virtual Tour of BCA's Infants - PK4 Classrooms!,131,0.19148936170212766,0.5006900055647866,False,True,0.49936240019692024,True,0.49822920225628875
i lie to myself || (Steven Universe Future Fan Animatic),219922,0.08928571428571429,0.5025241954976735,False,False,0.5060783256460936,False,0.49606796008287507
"Matt Hall - MXS-R Red Bull Air Race Plane (Fly-bys, Low-level flying, Aerobatics)",6558,0.1728395061728395,0.5076186576242662,False,False,0.49936240019692024,True,0.49822920225628875
C7D / Plow / Backhoe,2,0.2,0.49518752180219694,False,False,0.49936240019692024,True,0.49822920225628875
lilbubblegum  - af1 // slowed &  reverb,455281,0.0,0.4990595973878717,False,False,0.49936240019692024,False,0.49606796008287507
Minecraft Xbox360 - La mejor semilla de la TU7- 1.0.1,28587,0.09433962264150944,0.5019128039641135,False,False,0.49936240019692024,True,0.49822920225628875
Perancangan Sistem Informasi Data Stock Barang Toko Mia - Shoibatul Asslamiah - 201743501092 - R6Q,50,0.12244897959183673,0.5110820527798473,False,False,0.49311518363401996,True,0.49822920225628875
Thunder & Co. - O.N.O.,128528,0.22727272727272727,0.4955950895805668,False,False,0.49936240019692024,True,0.49822920225628875
How to Play Em7 Chord on Acoustic Guitar | E Minor 7 Chord,2258,0.15517241379310345,0.5029317857726516,False,False,0.5065383834516894,True,0.49822920225628875
TYPES OF YEAR 9 SCHOOLBOYS!,2226339,0.7777777777777778,0.4966140334538117,False,True,0.49936240019692024,True,0.5047130027526355
Brave Girls - Help Me ot4 ver. live,1720,0.11428571428571428,0.4982443986318191,False,False,0.5147007893024994,False,0.49606796008287507
9i9,5,0.0,0.49172350856913316,False,False,0.49936240019692024,False,0.49606796008287507
ADK - ROAR REACTION | Official MUSIC VIDEO | DIR BY RISHI VARMAN,485,0.65625,0.5041545310516253,False,False,0.49936240019692024,True,0.5155147392701718
Route GGD Invasion to Reaper [Tutorial],3056,0.1794871794871795,0.4990595973878717,False,False,0.49936240019692024,True,0.49822920225628875
Xiaomi Wowstick 1FS Review,3188,0.19230769230769232,0.49641024215827356,False,False,0.49936240019692024,True,0.49822920225628875
CheckitDirect,13037,0.15384615384615385,0.49376108849819883,False,False,0.49936240019692024,False,0.49606796008287507
DHA Gujranwala | Files Prices | Expected Balloting | Development Progress | Detailed Analysis by LRE,3201,0.15,0.5114894475259228,False,False,0.508258219957512,True,0.5003905106032714
GGD P IV: Misha Mansoor 'Letter Experiment' Playthrough,34696,0.2,0.5023203990682532,False,False,0.49936240019692024,True,0.5025518043569507
Oscar Anton - bye bye,1440617,0.09523809523809523,0.49539130492575956,False,False,0.49936240019692024,False,0.49606796008287507
Tg0 by z,3,0.125,0.49274226839515956,False,False,0.49936240019692024,False,0.49606796008287507
MY FAVORITE ENTRY | TFJ:13,121,0.6923076923076923,0.49641024215827356,False,False,0.5090452725753453,True,0.5047130027526355
CLIO E7J BURNOUT,1691,0.8125,0.49437240597425747,False,False,0.49936240019692024,True,0.5025518043569507
Ei8,14,0.3333333333333333,0.49172350856913316,False,False,0.49936240019692024,False,0.49606796008287507
Samsung Note 20 Ultra Drop Test | Pylo Urban Armor Gear | Did The Note 20 Ultra Survive,3035,0.16091954022988506,0.508841133018614,False,False,0.4935963366308203,False,0.49606796008287507
Dual Nature of Radiation and Matter Class 12 Physics - Photoelectric Effect and Wave Theory of Light,2211,0.11,0.5114894475259228,False,False,0.4999069586562867,False,0.49606796008287507
"Maddam Sir - Ep 192 - Full Episode - 5th March, 2021",1793366,0.11538461538461539,0.5017090054248221,False,False,0.49936240019692024,False,0.49606796008287507
"OFF GRID WILDERNESS YURT LIVING | Bicycle Generator, Build a LOG CABIN, Off Grid Laundry - Ep. 78",1935000,0.4329896907216495,0.5108783498522237,False,False,0.49936240019692024,True,0.5111952184310039
Fev1/fvc ratio and copd +restrictive disorders (urdu/hindi) part1,114,0.015384615384615385,0.5043583174950927,False,False,0.49936240019692024,False,0.49606796008287507
Pride News 22,246,0.15384615384615385,0.49376108849819883,False,False,0.5065383834516894,False,0.49606796008287507
"Understanding Spirometry - Normal, Obstructive vs Restrictive",713197,0.08196721311475409,0.5035431637098099,False,False,0.49936240019692024,False,0.49606796008287507
intro 7TB,2,0.2222222222222222,0.49294602786425673,False,False,0.49936240019692024,True,0.49822920225628875
Yr9 Wk3 L1   Science   Properties of Group 1 and 7,92,0.12,0.5013014067103733,False,False,0.49936240019692024,True,0.49822920225628875
Minecraft (Xbox 360): Seed Spotlight - SUB WORLD SPECIAL & DOWNLOAD [TU7],12526,0.3972602739726027,0.5059885512260205,False,False,0.5105875932447896,True,0.5068740250398879
Fb messenger manyak 52y.o,5599,0.04,0.4962064520554766,False,False,0.49936240019692024,False,0.49606796008287507
Seriali 192 - Episodi 15,76385,0.08333333333333333,0.49600266321312514,False,False,0.49936240019692024,False,0.49606796008287507
La Pegatina & @PJ Sin Suela  - Veo lo que hay (Lyric Video Oficial),38525,0.14925373134328357,0.5047658859701221,False,False,0.4875999399962093,True,0.49822920225628875
FREE FIRE - LRE - DIA 1 - J7 - T2 #freefire,1233,0.37209302325581395,0.4998748011435217,False,False,0.5041388036646692,True,0.5090347904945902
Sarveshkumar hxn,6,0.0625,0.49437240597425747,False,False,0.49936240019692024,False,0.49606796008287507
NEONAIL - Aplikacja hybrydy 3w1 SIMPLE,82074,0.3684210526315789,0.49885579706085176,False,False,0.49936240019692024,True,0.5003905106032714
Science Fair 2021 Grade PK4,10,0.18518518518518517,0.4966140334538117,False,False,0.5060783256460936,True,0.49822920225628875
Zona Oeste da TFJ - Mc Negueba,3169,0.23333333333333334,0.49722541381980884,False,False,0.49936240019692024,True,0.49822920225628875
UAG Cases for iPhone 12 Pro Max,18268,0.22580645161290322,0.4974292092092399,False,False,0.49936240019692024,True,0.49822920225628875
Casa De Leones - No Te Veo (Official Music Video),21985444,0.1836734693877551,0.5010976066706488,False,False,0.49311518363401996,False,0.49606796008287507
JOINED 7zG,69,0.7,0.4931497896767773,False,False,0.49936240019692024,True,0.49822920225628875
Red de salud - VPH - 16-04-14,5422,0.13793103448275862,0.49702161935228734,False,False,0.49936240019692024,True,0.49822920225628875
How To Negotiate A Low MOQ (Minimum Order Quantity) With Chinese Suppliers,202499,0.1891891891891892,0.5061923221999384,False,False,0.4935963366308203,True,0.5003905106032714
6. Z.P(Remix) - CECE - Puro Hardcore,34,0.25,0.49844819761510845,False,False,0.49936240019692024,True,0.49822920225628875
Keris Kesayangan - Part 4/4 | Tetangga Masa Gitu? S02 E49 | NetMediatama,134399,0.1388888888888889,0.5057847782625156,True,False,0.49936240019692024,True,0.5003905106032714
Kung Sa Iya Ka Man Gid Bala : LRE (Beats by Foe),10825,0.25,0.500893806266214,False,False,0.49936240019692024,True,0.49822920225628875
Aslay - Bye Magufuli,1039843,0.15,0.49518752180219694,False,False,0.49936240019692024,False,0.49606796008287507
Does the Mercedes AMG S63 have ENOUGH performance for the PRICE?,74213,0.265625,0.5041545310516253,True,False,0.49936240019692024,True,0.5047130027526355
Minecraft Xbox 360 Tutorial World #3 (TU7),137,0.14285714285714285,0.49967099997291065,False,False,0.49936240019692024,True,0.49822920225628875
1 7SJ62 HOW TO COMMUNICATE ONLINE - Arjun,954,0.6097560975609756,0.4994671989116195,False,False,0.49936240019692024,True,0.5068740250398879
Chargeur de batterie CTEK MXS 10: Comment utiliser le produit de 12V,2257,0.14705882352941177,0.5049696678662914,False,False,0.49936240019692024,True,0.5025518043569507
UAG Metropolis Series iPad Pro 12.9 2020 Case for iPad Pro,21800,0.1724137931034483,0.5029317857726516,False,False,0.49936240019692024,True,0.49822920225628875
GGD: One Kit Wonder Modern Fusion vs Modern & Massive vs Drumforge | Demo & Review (Stems Included),8239,0.15151515151515152,0.5112857520269415,False,False,0.49936240019692024,True,0.49822920225628875
What is the Marketing Mix - The 4Ps & 4Cs,10635,0.14634146341463414,0.4994671989116195,False,False,0.49936240019692024,False,0.49606796008287507
WP 4CS Fork Race Tech Gold Valve installation (2016 KTM SXF),1267,0.25,0.5033393721510766,False,False,0.5079817921002977,True,0.5047130027526355
Wc4 HACKED MOD   Resources hack,91937,0.3548387096774194,0.4974292092092399,False,False,0.4881378498391932,True,0.5003905106032714
Minecraft (Xbox 360): CHANGING BLOCK TEXTURE GLITCH (1.0.1/TU7),245923,0.47619047619047616,0.5039507432277881,False,False,0.48749868955286707,True,0.5068740250398879
"KSEB Vs ashwal rai,sawan shetty,anush Suvarna,raison,praful,samprith team#moolamkod volley",2976,0.06666666666666667,0.5094523319820505,False,False,0.49936240019692024,True,0.49822920225628875
AGGY BAS | Original Song By Rabea Massaad | GGD One Kit Wonders Aggressive Rock,72436,0.25316455696202533,0.5072111448570632,False,False,0.5031172823762592,True,0.5025518043569507
ACHTUNG ADK,14211,0.9090909090909091,0.49335355376505474,False,False,0.49936240019692024,True,0.5003905106032714
"For Sale - 23 Prosperity Drive, Kitchener, ON N2E 3Z2",54,0.18867924528301888,0.5019128039641135,False,False,0.49936240019692024,True,0.5025518043569507
af1,9751068,0.0,0.49172350856913316,False,False,0.49936240019692024,False,0.49606796008287507
T9P Beanie vs T9P Python ~ MM2 ~ The 9 Pythons,3,0.21739130434782608,0.5004862046340851,False,False,0.49936240019692024,True,0.5025518043569507
Axu - AXU,320,0.4444444444444444,0.49294602786425673,False,False,0.49936240019692024,True,0.49822920225628875
"Kingdom 90, (R6Q) El Comandante gameplay and perspective.",100,0.08771929824561403,0.5027279910883767,False,False,0.49936240019692024,True,0.49822920225628875
"GIGANTE GOOGLE PAGA $5,00 PELO SEU ROSTO,CIENTISTA DIS QUE EM 2080 SEREMOS ROBOTICOS",2056,0.7380952380952381,0.5082299076239264,False,False,0.49936240019692024,True,0.5198319432964109
Yr9 Session2a,24,0.15384615384615385,0.49376108849819883,False,False,0.49936240019692024,False,0.49606796008287507
Globo.com Doubles Number of Transactions on Oracle Cloud,1670,0.10714285714285714,0.5025241954976735,False,False,0.5009918535759216,False,0.49606796008287507
Veo Veo - Plim Plim _ El Reino Infantil_CKTKC.,894201,0.2608695652173913,0.5004862046340851,False,False,0.49936240019692024,False,0.49606796008287507
CEOs Optimize Your Time - The OYT Coaching Series for CEOs of Fast-Growth Companies,5,0.21686746987951808,0.5080261602677303,False,False,0.5097858629809682,True,0.49822920225628875
How To Make Crispy Pork Karekare | Lori's Recipe,345,0.16666666666666666,0.500893806266214,False,False,0.49936240019692024,False,0.49606796008287507
Nella Kharisma - Ra Ono Judole [OFFICIAL],541691,0.3170731707317073,0.4994671989116195,False,False,0.49936240019692024,True,0.49822920225628875
Adidas NMD XR1 Review Bahasa Indonesia,22091,0.23684210526315788,0.49885579706085176,False,False,0.49936240019692024,True,0.5003905106032714
BUSH ARM FRONT FRONT SMALL HONDA JAZZ RS BRIO | 51392 TG0 T02S,6,0.6612903225806451,0.503746954091282,False,False,0.49936240019692024,True,0.5198319432964109
C# Unit Test Mocking with Moq,2654,0.1724137931034483,0.49702161935228734,False,False,0.49088053595437425,True,0.49822920225628875
Jungkook 'Euphoria'  ('Twilight'),156,0.09090909090909091,0.49783680248298473,False,False,0.49936240019692024,False,0.49606796008287507
[WC4] EGYPT 1950 Conquest Gameplay [1] ROMMEL- DESSERT FOX,50075,0.43103448275862066,0.5029317857726516,False,False,0.49936240019692024,True,0.5068740250398879
T9p,29,0.3333333333333333,0.49172350856913316,False,False,0.49936240019692024,False,0.49606796008287507
Battle with 52y 30.09.16,122,0.041666666666666664,0.49600266321312514,False,False,0.4913046505866448,False,0.49606796008287507
Kaala - Tribute Single by ADK Sri Rascol | Semma Weightu Makka,221657,0.1774193548387097,0.503746954091282,False,False,0.49936240019692024,True,0.49822920225628875
"6321 # 7 Highway, Head of Chezzetcook, NS B0J 1N0",7,0.16326530612244897,0.5010976066706488,False,False,0.49936240019692024,True,0.5025518043569507
Year 9: Fractions,20391,0.11764705882352941,0.49457618229591455,False,False,0.49936240019692024,False,0.49606796008287507
"71 Craddock Street, Spennymoor, County Durham, DL16 7TB",35,0.16363636363636364,0.5023203990682532,False,False,0.49936240019692024,True,0.5003905106032714
Behind the scenes||da school mashooman||pk4 vines vines||comedy 2020,346,0.014705882352941176,0.5049696678662914,False,False,0.49936240019692024,False,0.49606796008287507
Tomato Doppi - Home Improvement #14 (Teaser),4025,0.11363636363636363,0.5000786023557338,False,False,0.5090452725753453,False,0.49606796008287507
How Would Twice sing WEKI MEKI - Oopsy | Line Distribution T9P/N,57,0.265625,0.5041545310516253,False,False,0.49936240019692024,True,0.5025518043569507
Baal Veer - Episode 192 - 20th June 2013,5562988,0.1,0.499263398027367,False,False,0.49936240019692024,False,0.49606796008287507
MAAYAVI // ADK SRI RASCOL // ROLEX RASATHY // DEYO // RAP MACHINES,2869353,0.696969696969697,0.5045621024904907,False,False,0.49936240019692024,True,0.5155147392701718
PK4,0,0.6666666666666666,0.49172350856913316,False,False,0.49936240019692024,True,0.49822920225628875
naan romapuri rani puthu rojamalar  - LRE - mp3,8065,0.06382978723404255,0.5006900055647866,False,False,0.49936240019692024,True,0.49822920225628875
GGD Modern & Massive | MY FAVOURITE DRUM ROOM AT MY FINGERTIPS!!!,91192,0.5846153846153846,0.5043583174950927,False,True,0.49936240019692024,True,0.5133552282138165
Virulite 0vIO0jwQ ei8 beta 1,100,0.14285714285714285,0.49681782587438544,False,False,0.49936240019692024,False,0.49606796008287507
"Meet the Snapdragon XR1, the world's first dedicated XR platform",733182,0.09375,0.5041545310516253,False,False,0.5090452725753453,True,0.5003905106032714
f(x) = |sgn(x)| - Limites laterais quando x tende a 0.,685,0.018518518518518517,0.5021166018678287,False,False,0.49936240019692024,False,0.49606796008287507
"Yoshinori Ono's English Is a Treasure, and Must Be Protected at All Costs",337146,0.136986301369863,0.5059885512260205,False,False,0.5125494844345813,False,0.49606796008287507
One Kit Wonder: Metal - Jake Bowen Playthrough,7770,0.15217391304347827,0.5004862046340851,False,False,0.49936240019692024,False,0.49606796008287507
Cardano Cardano - ADA ADA,8331,0.32,0.4962064520554766,False,False,0.49936240019692024,True,0.5003905106032714
O Tla Ya Kae?,65777,0.3076923076923077,0.49376108849819883,True,False,0.49936240019692024,True,0.49822920225628875
OYT 2020 Wednesday 645,277,0.18181818181818182,0.4955950895805668,False,False,0.49936240019692024,True,0.49822920225628875
INSTANT GUITAR TONE ENHANCER - GGD Zilla Cabs DEMO,16777,0.68,0.5013014067103733,False,False,0.49936240019692024,True,0.5090347904945902
4CS Forks Solved! With Stillwell Performance,63003,0.1590909090909091,0.5000786023557338,False,True,0.5065003974361103,True,0.49822920225628875
Conquest 1943 - Which Nation Should You Play? [WC4-GUIDE],71058,0.22807017543859648,0.5027279910883767,True,False,0.5065383834516894,True,0.49822920225628875
MX-Tech 4CS Installation Guide,6862,0.23333333333333334,0.49722541381980884,False,False,0.49936240019692024,True,0.49822920225628875
Sagittarius An Amazing Ending! December,8904,0.1282051282051282,0.4990595973878717,False,True,0.5125283907783456,False,0.49606796008287507
"'Some Good News' Bloopers With Oprah, Emily Blunt, 'The Office'",190696,0.15873015873015872,0.5039507432277881,False,False,0.5086570267790965,False,0.49606796008287507
"I bought an original, one owner 1969 Mustang Mach 1 basket case!",19553,0.046875,0.5041545310516253,False,True,0.5073867173183786,True,0.49822920225628875
One Year Alone in Forest of Sweden | Building Log Cabin like our Forefathers,18537579,0.11842105263157894,0.5065998579083008,False,False,0.5020640752152451,False,0.49606796008287507
[R6Q] Hispania Fenix #1090 vs [Z#G] #1109 Ark of Osiris,45,0.14545454545454545,0.5023203990682532,False,False,0.49936240019692024,True,0.5003905106032714
Chelsea Guitars - USA,9093,0.23809523809523808,0.49539130492575956,False,False,0.49936240019692024,True,0.49822920225628875
The 4Cs - Recognizing the characteristics of a diamond | Forevermark,13304,0.058823529411764705,0.5049696678662914,False,False,0.5065383834516894,False,0.49606796008287507
Ouverture d'un DECK POKEMON XY8 BREAK ! XY8 Impulsion Turbo + CONCOURS POKEMON !,76024,0.475,0.5074149024723036,False,True,0.49936240019692024,True,0.5111952184310039
Ouverture D'une Display Pokemon XY8 Impulsion Turbo. Objectif Mewtwo!!! Part1.,199,0.14102564102564102,0.5070073848462059,False,True,0.49936240019692024,True,0.49822920225628875
Bye.,22082360,0.25,0.49192725530622633,False,False,0.49936240019692024,False,0.49606796008287507
SCP reacts to SCP power level & SCP 079||gacha club,162798,0.17647058823529413,0.50150520631767,False,False,0.49936240019692024,True,0.5025518043569507
[Line Distribution] SEVENTEEN (OT4) - HIGHLIGHT,2634,0.46808510638297873,0.5006900055647866,False,False,0.5095432239734432,True,0.5025518043569507
Yoko Ono Screaming at Art Show! (Original),5728062,0.14285714285714285,0.49967099997291065,False,True,0.49009986219633767,False,0.49606796008287507
SGN - Some Good News Theme Song - Virtual Choir - Quaran Teen Series #2 -  Squad Harmonix,12734,0.16853932584269662,0.5092486020437645,False,False,0.5086570267790965,True,0.49822920225628875
YR9 Options - Maths,13,0.21052631578947367,0.4949837402775737,False,False,0.49936240019692024,True,0.49822920225628875
AYAT KURSI 99X UNTUK MENGUSIR SYAITON DIRUMAH,4183893,0.8222222222222222,0.5002824035418278,False,False,0.49936240019692024,True,0.5111952184310039
"7A Bonaly Grove, Edinburgh, EH13 0QD",520,0.2222222222222222,0.49844819761510845,False,False,0.49936240019692024,True,0.5025518043569507
Vzh,14,0.3333333333333333,0.49172350856913316,False,False,0.49936240019692024,False,0.49606796008287507
Jon Z - Bye ft. El Adio x Ele A (Audio),2082705,0.20512820512820512,0.4990595973878717,False,False,0.49936240019692024,True,0.5003905106032714
MXS BOOSTER,27808,0.9090909090909091,0.49335355376505474,False,False,0.49936240019692024,True,0.5003905106032714
Seeburg 3W1 wallbox,175,0.10526315789473684,0.4949837402775737,False,False,0.49936240019692024,True,0.49822920225628875
Willy Anggawinata - Bye ( Official Lyric Video ),112408,0.125,0.500893806266214,False,False,0.49936240019692024,False,0.49606796008287507
PAGES BTS | VOICE MEMOS EP TEASER 1,29,0.7428571428571429,0.4982443986318191,False,False,0.49408594307915055,True,0.5090347904945902
AF1 (OFFICIAL INSTRUMENTAL) lilbubblegum (Reprod Snipes),31739,0.42857142857142855,0.5025241954976735,False,False,0.49936240019692024,True,0.5025518043569507
50822-TG0-T02 Automatic Transmission Engine Mounting For Honda,22,0.14516129032258066,0.503746954091282,False,False,0.49936240019692024,True,0.49822920225628875
Bashar :: Parables and Time Crystals - Highlights,27796,0.10204081632653061,0.5010976066706488,False,False,0.49936240019692024,False,0.49606796008287507
"Nelly - Air Force Ones ft. Kyjuan, Ali, Murphy Lee (Official Video)",64358992,0.14925373134328357,0.5047658859701221,False,False,0.49936240019692024,False,0.49606796008287507
WC4 Experiments: GUSTAV ARTILLERY !,27803,0.5142857142857142,0.4982443986318191,False,True,0.49936240019692024,True,0.5025518043569507
"Full Bachchan Family At Shweta Bachchan's MxS Store Launch | Amitabh,Jaya,Aishwarya,Abhishek,Navya",1397833,0.15306122448979592,0.5110820527798473,False,False,0.49936240019692024,False,0.49606796008287507
Ei8 Malay,1,0.2222222222222222,0.49294602786425673,False,False,0.49936240019692024,False,0.49606796008287507
ROCK&ROLL by MOQ feat. SHARINBAND,10275,0.6363636363636364,0.49783680248298473,False,False,0.49936240019692024,True,0.5025518043569507
Urban Armor Gear [UAG] for iPhone 12 Pro Max,31825,0.20454545454545456,0.5000786023557338,False,False,0.49936240019692024,True,0.49822920225628875
"Pulisic, Rebic und Leon Bailey auf der Liste des FC Bayern? Chaos in Belgien! Kokorin festgenommen!",66855,0.1111111111111111,0.5112857520269415,True,True,0.4857164353904141,True,0.49822920225628875
Vacuna contra el VPH (Virus del Papiloma Humano),9213,0.14583333333333334,0.500893806266214,False,False,0.49936240019692024,True,0.49822920225628875
Veo Camera Soccer Video Highlights - Showcase KC,14799,0.16666666666666666,0.500893806266214,False,False,0.49936240019692024,True,0.49822920225628875
"AWESOME CAB/MIC TONES, IN THE BOX! GGD STUDIO CABS ZILLA EDITION",11031,0.796875,0.5041545310516253,False,True,0.5132645324526366,True,0.5198319432964109
Pistolet d'alarme KIMAR PK4 9MM AUTO PAK + KIMAR 92F 9MM AUTO+ DIVERS,18332,0.5072463768115942,0.5051734481113053,False,False,0.49936240019692024,True,0.5176736711016813
Q&A with our Apprentices of the Year | Life at SGN | SGN,538,0.19642857142857142,0.5025241954976735,False,False,0.49936240019692024,True,0.5025518043569507
SCP-173 Vs SCP-079 (Stick Nodes),1075914,0.28125,0.4976330054528693,False,False,0.49936240019692024,True,0.5003905106032714
Bye!,6095977,0.25,0.49192725530622633,False,True,0.49936240019692024,False,0.49606796008287507
bankroll.js [alpha] for ot4 & fatality hvh highlights,1173,0.0,0.5019128039641135,False,False,0.48521451497593093,False,0.49606796008287507
LQU B3Noticias Solidarias  27 11 18,4,0.17142857142857143,0.4982443986318191,False,False,0.49936240019692024,True,0.49822920225628875
Ventus SGN upset only 14 people show up to his streams/Annoyed by people disliking his videos.,541,0.05319148936170213,0.5102672196620839,False,False,0.4867140340345478,True,0.49822920225628875
Cramer's lightning round: Cleveland-Cliffs is a very undervalued stock,16988,0.04285714285714286,0.5053772266374728,False,False,0.49936240019692024,False,0.49606796008287507
2.0 X Petta Mashup - AllanPreetham feat ADK,400403,0.18604651162790697,0.4998748011435217,False,False,0.49936240019692024,True,0.5003905106032714
Get Great Sounding Drums FAST! | GGD One Kit Wonder,1820,0.27450980392156865,0.50150520631767,False,True,0.5132645324526366,True,0.5003905106032714
Quick Video: A Feature Comforts LF-7TB FAEN,114,0.3023255813953488,0.4998748011435217,False,False,0.509422957748096,True,0.5025518043569507
232028 Range Road 224 Rural Wheatland County T0J 1N0 (C4194955),78,0.14285714285714285,0.5039507432277881,False,False,0.49936240019692024,True,0.5025518043569507
Why Do People Hate Yoko Ono?,2050237,0.21428571428571427,0.49681782587438544,True,False,0.48729408242193123,False,0.49606796008287507
LQU 28 MIN 3 MINUTE SAMPLE,83,0.6923076923076923,0.49641024215827356,False,False,0.49936240019692024,True,0.5047130027526355
Bianchi Oltre XR1 Ultegra 2017,16238,0.16666666666666666,0.49722541381980884,False,False,0.49936240019692024,True,0.49822920225628875
Yr9 Creative Inquiry Symposium 2016 -Saving the Bees,9,0.11538461538461539,0.5017090054248221,False,False,0.5086570267790965,False,0.49606796008287507
VZH-114z steel pipe making machine.ERW tube mill machine.steel pipe rolling machine,217,0.07228915662650602,0.5080261602677303,False,False,0.49936240019692024,False,0.49606796008287507
THE 8K PROJECTOR! JVC NX9 (RS3000) Plus PANASONIC UB9000 Demo!,37972,0.532258064516129,0.503746954091282,False,True,0.49936240019692024,True,0.5133552282138165
99X - Live X - Sick Puppies - All the Same (first Live X back on Air),53345,0.14492753623188406,0.5051734481113053,False,False,0.48858718387903455,True,0.5025518043569507
Une Belle Fin. | HxN Media.(Fin de 2020),107,0.175,0.499263398027367,False,False,0.49936240019692024,False,0.49606796008287507
FEEL OF WORDS / Importance Of Pronunciation In Singing..!! / GEMRAY,40,0.3283582089552239,0.5047658859701221,False,True,0.5093617692490202,True,0.5047130027526355
Steel Stocks Update | WallStreet Bets Due Diligence #CLF #VALE #CMC #MT #stocks,999,0.25316455696202533,0.5072111448570632,False,False,0.49936240019692024,True,0.5047130027526355
VZH IGP 2019,6247,0.5,0.49355732006141945,False,False,0.49936240019692024,True,0.5003905106032714
Least Restrictive Environment In Special Education | Special Education Decoded,3143,0.11538461538461539,0.5070073848462059,False,False,0.5132835153014537,False,0.49606796008287507
E49 - Rajvir Jawanda Full Interview || Len's Talk Full Episode || Balle Balle TV,32384,0.1625,0.5074149024723036,False,False,0.49936240019692024,True,0.5003905106032714
The 4C's - Understanding Cultural Diversity In Healthcare,38980,0.12280701754385964,0.5027279910883767,False,False,0.49936240019692024,False,0.49606796008287507
